sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:measurementUnit,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:Valuepercentiles,ADD_INFO:omopQuantity,ADD_INFO:testNameAbbreviation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
s-br[mmol/l],s-br[mmol/l],0,,mmol/l,2002405916,S -Bromidi,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-br,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-psa-v/t(pi)[%],s-psa-v/t(pi)[%],0,,%,2002407646,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass fraction,s-psa-v/t(pi),0,APPROVED,UNREVIEWED,Tarja,1717545600000,3001784,Prostate Specific Ag Free/Prostate specific Ag.total in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-ris9hrs[ug/l],s-ris9hrs[ug/l],0,,ug/l,2002407801,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-ris9hrs,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
b-neutrofiilitabsoluuttinenarvo[e9/l],b-neutrofiilitabsoluuttinenarvo[e9/l],0,,e9/l,2002401375,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,b-neutrofiilitabsoluuttinenarvo,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-pbnp-hy[ng/l],p-pbnp-hy[ng/l],0,,ng/l,2002404617,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,p-pbnp-hy,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
"tyreotropiini,elinvasta-aineristireaktio[mu/l]","tyreotropiini,elinvasta-aineristireaktio[mu/l]",0,,mu/l,2002408771,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"tyreotropiini,elinvasta-aineristireaktio",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-sc5b-9[ng/ml],p-sc5b-9[ng/ml],0,,ng/ml,2002404728,"P -Komplementti, SC5b-9-kompleksi",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-sc5b-9,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-hcg-tot[iu/l],s-hcg-tot[iu/l],0,,iu/l,2002406531,"S -Koriongonadotropiini, totaali",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-hcg-tot,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-psolab[u/ml],s-psolab[u/ml],0,,u/ml,2002407654,"S -Parietaalisolu, vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Titer,s-psolab,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3008717,Parietal cell Ab [Titer] in Serum,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
p-prolaktiini[mu/l],p-prolaktiini[mu/l],0,,mu/l,2002404666,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-prolaktiini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-immunoglobuliinig,alaluokka1[g/l]","s-immunoglobuliinig,alaluokka1[g/l]",0,,g/l,2002406759,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,"s-immunoglobuliinig,alaluokka1",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3027135,IgG subclass 1 [Mass/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
"s-immunoglobuliinig,alaluokka2[g/l]","s-immunoglobuliinig,alaluokka2[g/l]",0,,g/l,2002406760,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,"s-immunoglobuliinig,alaluokka2",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3028192,IgG subclass 2 [Mass/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
"s-immunoglobuliinig,alaluokka3[g/l]","s-immunoglobuliinig,alaluokka3[g/l]",0,,g/l,2002406761,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,"s-immunoglobuliinig,alaluokka3",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3024139,IgG subclass 3 [Mass/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
b-edtatr[e9/l],b-edtatr[e9/l],0,,e9/l,2002400973,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,b-edtatr,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
b-hepartr[e9/l],b-hepartr[e9/l],0,,e9/l,2002401162,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,b-hepartr,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
b-sitrtr[e9/l],b-sitrtr[e9/l],0,,e9/l,2002401483,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,b-sitrtr,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-fluoks[nmol/l],s-fluoks[nmol/l],0,,nmol/l,2002406361,S -Fluoksetiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-fluoks,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
0-nÄyte[mmol/l],0-nÄyte[mmol/l],0,,mmol/l,2002400261,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,0-nÄyte,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
cu-tilavu[ml],cu-tilavu[ml],0,,ml,2002401903,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Volume,cu-tilavu,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3004775,Volume in Urine collected for unspecified duration,Measurement,MAPS_TO,,Javier,1717545600000,
p-jgluk[mmol/l],p-jgluk[mmol/l],0,,mmol/l,2002404415,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-jgluk,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-ana-ab[titre],s-ana-ab[titre],0,,titre,2002405725,"S -Tuma,vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Titer,s-ana-ab,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3037522,Nuclear Ab [Titer] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
s-ld1[%],s-ld1[%],0,,%,2002407091,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-ld1,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-ld5[%],s-ld5[%],0,,%,2002407095,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-ld5,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-sinappe[u/ml],s-sinappe[u/ml],0,,u/ml,2002407934,"Sinappi (f89), IgE-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,s-sinappe,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3017894,Mustard IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
s-tyreotropiini(pakettiin)[mu/l],s-tyreotropiini(pakettiin)[mu/l],0,,mu/l,2002408247,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-tyreotropiini(pakettiin),0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-tyroksiini,vapaa(paketti)[pmol/l]","s-tyroksiini,vapaa(paketti)[pmol/l]",0,,pmol/l,2002408253,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-tyroksiini,vapaa(paketti)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
koiraige[u/ml],koiraige[u/ml],0,,u/ml,2002403083,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,koiraige,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-follikkeliastimuloivahormoni[u/l],s-follikkeliastimuloivahormoni[u/l],0,,u/l,2002406363,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,s-follikkeliastimuloivahormoni,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3023323,Follitropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-ld2[%],s-ld2[%],0,,%,2002407092,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-ld2,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-koriongonadotropiini[u/l],p-koriongonadotropiini[u/l],0,,u/l,2002404475,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-koriongonadotropiini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-ipro[mmol/l],s-ipro[mmol/l],0,,mmol/l,2002406809,S -Isopropanoli,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Concentration,s-ipro,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3015616,Isopropanol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
0minsul[mu/l],0minsul[mu/l],0,,mu/l,2002400282,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,0minsul,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
pf-alb[mg/l],pf-alb[mg/l],0,,mg/l,2002404994,Pf-Albumiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,pf-alb,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3011544,Albumin [Mass/volume] in Pleural fluid,Measurement,MAPS_TO,,Javier,1717545600000,
s-leptabm[u/ml],s-leptabm[u/ml],0,,u/ml,2002407121,"S -Leptospira, IgM-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Presence or Threshold,s-leptabm,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3015869,Leptospira sp IgM Ab [Presence] in Serum,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
abpo2pika[kpa],abpo2pika[kpa],0,,kpa,2002400552,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,abpo2pika,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-amyl[umol/l],p-amyl[umol/l],0,,umol/l,2002403997,P-Amyl,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Catalytic Concentration,p-amyl,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
s-karba-v[umol/l],s-karba-v[umol/l],0,,umol/l,2002406870,"S -Karbamatsepiini, vapaa",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-karba-v,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-ld3[%],s-ld3[%],0,,%,2002407093,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-ld3,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-ruok5er[estimate],s-ruok5er[estimate],0,,estimate,2002407858,"S- Ruoka-aine-erittely (fx5), IgE-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Presence or Threshold,s-ruok5er,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3009176,Food Allergen Mix 5 (Peanut+Cow milk+Egg white+Cod+Soybean+Wheat) IgE Ab [Presence] in Serum by Multidisk,Measurement,MAPS_TO,,Javier,1717545600000,
ub-trom-pu[e9/l],ub-trom-pu[e9/l],0,,e9/l,2002409214,uB-Trombosyytit (napaveripunktio),LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,ub-trom-pu,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
koivuige[u/ml],koivuige[u/ml],0,,u/ml,2002403093,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,koivuige,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
laskennallinenpunasoluindeksi[%],laskennallinenpunasoluindeksi[%],0,,%,2002403414,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,laskennallinenpunasoluindeksi,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-fidd-ospkl[mg/l],p-fidd-ospkl[mg/l],0,,mg/l,2002404220,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,p-fidd-ospkl,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,Measurement,MAPS_TO,,Javier,1717545600000,
"s-allige,koira(hilse)/hund(mjäl)[u/ml]","s-allige,koira(hilse)/hund(mjäl)[u/ml]",0,,u/ml,2002405634,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-allige,koira(hilse)/hund(mjäl)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-rjugr1[u/ml],s-rjugr1[u/ml],0,,u/ml,2002407808,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-rjugr1,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-Äggvita[u/ml],s-Äggvita[u/ml],0,,u/ml,2002408386,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-Äggvita,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-testo,vapaa,laskettu[pmol/l]","s-testo,vapaa,laskettu[pmol/l]",0,,pmol/l,2002408076,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Concentration,"s-testo,vapaa,laskettu",0,APPROVED,UNREVIEWED,Tarja,1717545600000,36032269,Testosterone Free [Moles/volume] in Serum or Plasma by calculation,Measurement,MAPS_TO,,Javier,1717545600000,
ghb-a1c-pi[%],ghb-a1c-pi[%],0,,%,2002402692,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,ghb-a1c-pi,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-allergeeni,koivu(siitepöly)/björk(pollen)[u/ml]","s-allergeeni,koivu(siitepöly)/björk(pollen)[u/ml]",0,,u/ml,2002405608,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-allergeeni,koivu(siitepöly)/björk(pollen)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-aridhas[nmol/l],s-aridhas[nmol/l],0,,nmol/l,2002405746,S -Aripipratsolin ja dehydroaripipratsolin yhteenlaskettu pitoisuus,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-aridhas,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-enaab[ratio],s-enaab[ratio],0,,ratio,2002406294,"S -Tuma, liukoiset antigeenit, vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,s-enaab,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3015171,Extractable nuclear Ab [Units/volume] in Serum,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
du-uraat[umol],du-uraat[umol],0,,umol,2002402086,"Uraatti, vrk-virtsa, paketti",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Rate,du-uraat,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3028714,Urate [Moles/time] in 24 hour Urine,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
fp-gluk(0)[mmol/l],fp-gluk(0)[mmol/l],0,,mmol/l,2002402400,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Concentration,fp-gluk(0),0,APPROVED,UNREVIEWED,Tarja,1717545600000,3018251,Fasting glucose [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
fp-pp[pmol/l],fp-pp[pmol/l],0,,pmol/l,2002402491,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,fp-pp,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-allergeeni,timotei/timotej(pollen/siitep.)g6[u/ml]","s-allergeeni,timotei/timotej(pollen/siitep.)g6[u/ml]",0,,u/ml,2002405613,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-allergeeni,timotei/timotej(pollen/siitep.)g6",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-cmv-abg[u/ml],s-cmv-abg[u/ml],0,,u/ml,2002406111,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-cmv-abg,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-prostataspesifinenantigeeni,vapaansuhde[%]","s-prostataspesifinenantigeeni,vapaansuhde[%]",0,,%,2002407611,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-prostataspesifinenantigeeni,vapaansuhde",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
u-albkre[g/mol],u-albkre[g/mol],0,,g/mol,2002408808,U -Albumiinin ja kreatiniinin suhde,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Ratio,u-albkre,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3020682,Albumin/Creatinine [Ratio] in Urine,Measurement,MAPS_TO,,Javier,1717545600000,
"glomerulussuodosnopeus,estimoitu,ckd-epi-tutkimuksenkaava[ml/min/173m2]","glomerulussuodosnopeus,estimoitu,ckd-epi-tutkimuksenkaava[ml/min/173m2]",0,,ml/min/173m2,2002402711,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Volume Rate/Area,"glomerulussuodosnopeus,estimoitu,ckd-epi-tutkimuksenkaava",0,APPROVED,UNREVIEWED,Tarja,1717545600000,40764999,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",Measurement,MAPS_TO,,Javier,1717545600000,
s-d2+d3-25[nmol/l],s-d2+d3-25[nmol/l],0,,nmol/l,2002406166,S-D2+D3-vitamiini-25-OH,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Concentration,s-d2+d3-25,0,APPROVED,UNREVIEWED,Tarja,1717545600000,40771025,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-hsvabm[index],s-hsvabm[index],0,,index,2002406659,"S -Herpes simplex -virus, IgM-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Presence or Threshold,s-hsvabm,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3041145,Herpes simplex virus IgM Ab [Presence] in Serum by Immunoassay,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
s-proteiinifraktioidenalbumiinifraktio[g/l],s-proteiinifraktioidenalbumiinifraktio[g/l],0,,g/l,2002407620,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-proteiinifraktioidenalbumiinifraktio,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-proteiinifraktioidenalfa-1-fraktio[g/l],s-proteiinifraktioidenalfa-1-fraktio[g/l],0,,g/l,2002407621,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-proteiinifraktioidenalfa-1-fraktio,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-proteiinifraktioidenalfa-2-fraktio[g/l],s-proteiinifraktioidenalfa-2-fraktio[g/l],0,,g/l,2002407622,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-proteiinifraktioidenalfa-2-fraktio,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-proteiinifraktioidengammafraktio[g/l],s-proteiinifraktioidengammafraktio[g/l],0,,g/l,2002407625,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-proteiinifraktioidengammafraktio,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
vb-o2sat2[%],vb-o2sat2[%],0,,%,2002409338,vB-Happisaturaatio 2,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,vb-o2sat2,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
ab-o2sat2[%],ab-o2sat2[%],0,,%,2002400491,aB-Happisaturaatio 2,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,ab-o2sat2,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"happisisältö,laskimoveri[%]","happisisältö,laskimoveri[%]",0,,%,2002402811,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"happisisältö,laskimoveri",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
ldlhapettunut[u/l],ldlhapettunut[u/l],0,,u/l,2002403423,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,ldlhapettunut,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"p-acth,oik[ng/l]","p-acth,oik[ng/l]",0,,ng/l,2002403966,"P -Adrenokortikotropiinin vapauttajahormonikoe, sinus petrosus",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"p-acth,oik",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-9hrispe[ug/l],s-9hrispe[ug/l],0,,ug/l,2002405464,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-9hrispe,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-dharipi[nmol/l],s-dharipi[nmol/l],0,,nmol/l,2002406202,S -Dehydroaripipratsoli,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-dharipi,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
u-etg[ng/ml],u-etg[ng/ml],0,,ng/ml,2002408902,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,u-etg,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"vb-hemoglobiini(totaali),laskimoveri[g/l]","vb-hemoglobiini(totaali),laskimoveri[g/l]",0,,g/l,2002409316,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"vb-hemoglobiini(totaali),laskimoveri",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"bikarbonaatti(aktuaali),laskimoveri[mmol/l]","bikarbonaatti(aktuaali),laskimoveri[mmol/l]",0,,mmol/l,2002401620,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"bikarbonaatti(aktuaali),laskimoveri",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
fp-phe[umol/l],fp-phe[umol/l],0,,umol/l,2002402489,"fP-Fenyylialaniini, plasmasta, paastotilassa",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,fp-phe,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
