OMOP Concept ID	Lab test ID	Lab test abbreviation	Lab test unit
NA	9834	s-ige2pöl	binary
NA	11664	s-igakeli	binary
NA	1128	s-aspartaattiaminotransferaasi	u/l
NA	10545	b-neut%p	%
NA	45136	ab-be	binary
NA	3076	s-ld-1	%
NA	223	"lymfosyytit	absoluuttiset"
NA	50370	li-monos	%
NA	891	b-tnt-hy	ng/l
NA	1000974	kissa	binary
NA	3077	s-ld-5	%
NA	1528	cp-ph	ph
NA	10542	b-mxd%p	%
NA	50315	p-kardabg	u/ml
NA	1002507	p-prl	binary
NA	649585_3	"p-neste-pika	p-krea"
NA	4868	"p-prostataspesifinenantigeeni	suhde"
NA	870	hba1c-pika	NA
NA	13470	"pt-glomerulussuodatusnopeus	estimoitu
NA	8690	s-afos1ma	u/l
NA	627011	pt-gfre-cg	binary
NA	9736	b-gluk-o	NA
NA	11564	s-ca-iona*	mmol/l
NA	400	s-pölyryh	u/ml
NA	11014	lämpö	aste
NA	9462	s-inflipa	binary
NA	346	nst	NA
NA	156	l-neutrofiilit	%
NA	14525	s-borabgv	au/ml
NA	184	l-lmono%	%
NA	3616	cb-gluk	NA
NA	158	l-neutrofiilit	e9/l
NA	10759	"c-reaktiivinenproteiini	vieritesti"
NA	1216	crppikatutkimusoma	binary
NA	6434	s-lipidit	binary
NA	284	sy-muutsol	%
NA	10300	"glomerulussuodosnopeus	estimoitu
NA	230	"monosyytit	absoluuttiset"
NA	430	s-kissae	binary
NA	311	p-glu/0*	mmol/l
NA	8691	s-afos2ma	u/l
NA	21467	b-bio	binary
NA	9650	"tyroideaperoksidaasi	vasta-aineet"
NA	313	p-glu/2h*	mmol/l
NA	1605016	p-fe	binary
NA	4084	cu-alb-mi	binary
NA	10466	l-monosyytit	%
NA	633122	-mrsavine	binary
NA	633123	-mrsavini	binary
NA	602	eos	NA
NA	20785	s-rglym4e	u/ml
NA	1000599	l-basof	binary
NA	618440	s-vlseabm	au/ml
NA	288	pf-muutsol	%
NA	10299	s-ca-i7.4*	mmol/l
NA	6382	s-adalimu	mg/l
NA	617799	u-alb-mi	binary
NA	22059	b-brovmut	binary
NA	117	hbpika	NA
NA	601396	l-neut-kd	%
NA	21009	s-adalimu	mg/l
NA	1471	vp-gluk-1h	mmol/l
NA	601399	l-eos-kd	%
NA	104084	cu-alb-mi	binary
NA	601397	l-lymf-kd	%
NA	4259	us-t4-v	pmol/l
NA	601398	l-mono-kd	%
NA	601400	l-baso-kd	%
NA	4224	s-ruoat	u/ml
NA	1000347	nlt	binary
NA	53146	s-pölyeri	u/ml
NA	2249	fs-apob/a1	NA
NA	90	diabetesiiriskipisteet	NA
NA	6424	li-cxcl13	binary
NA	31	"u-huumeseulonta(amfet.	bents.
NA	69	ab-thb	g/l
NA	538	ab-o2-sis	ml/l
NA	19897	"testosteroni	vapaalaskettu"
NA	11308	NA	nmol/l
NA	17	lymf	e9/l
NA	13033	u-glukoosi(kval)	binary
NA	9439	ap-gluk	mmol/l
NA	8458	s-havtot	binary
NA	18	b-mono	e9/l
NA	4550	s-tr2seul	binary
NA	1605048	s-koirae	u/ml
NA	631197	-inabrsv	binary
NA	23581	b-mkvan	binary
NA	9452	ab-ph	ph
NA	10545	b-ly%p	%
NA	9440	ap-laktaat	mmol/l
NA	21218	"glomerulussuodosnopeus	estimoitu
NA	9443	ap-cl	mmol/l
NA	9441	ap-na	mmol/l
NA	389	l-basofiilit	%
NA	8007	"strepa-pikatesti	tth"
NA	9442	ap-k	mmol/l
NA	9444	ap-ca-ion	mmol/l
NA	9	provtagnin	binary
NA	50032	vb-be	NA
NA	9520	cb-tt-inr	inr
NA	2529	u-prot-0	binary
NA	9789	s-ca-ion	mmol/l
NA	9008	!pak.maitoiggvasta-aineet	%
NA	211	f-mm-touk	binary
NA	2737	sukupuolihormonejasitovaglobuliini	nmol/l
NA	2457	fs-pth	binary
NA	157	"basofiilit	absoluuttiset"
NA	5409	"glukoosi(verikaasulaite)	kapillaariveri"
NA	13035	u-erytrosyytit(kval)	binary
NA	13036	u-albumiini(kval)	binary
NA	13034	u-asetoniaineet(kval)	binary
NA	600120	cb-hb	g/l
NA	13032	u-ominaispaino	binary
NA	6199	-pin1nho	binary
NA	13038	u-nitriitti(kval)	binary
NA	9051	s-dgpaba	au
NA	2021	"f-campylobacter	viljely"
NA	8005	"bakteeri	seulontavirtsasta"
NA	10732	s-alfa2	g/l
NA	10731	s-alfa1	g/l
NA	21842	"laktaatti(verikaasulaite)	kapillaariveri"
NA	10733	s-beta1	g/l
NA	10730	s-albu	g/l
NA	10734	s-beta2	g/l
NA	10182	s-ruokae	u/ml
NA	9266	s-w-h:b	titre
NA	3013892	p-tt.	%
NA	7036441	p-gluk-po	mmol/l
NA	13037	u-leukosyytit(kval)	binary
NA	4517	p-kreatiinikinaasi	u/l
NA	1471	p-gluc	mmol/l
NA	347	nlt	NA
NA	6299	s-glpepabg	au
NA	55	v-hb	NA
NA	8477	-solut	binary
NA	11375	p-na-vt	binary
NA	9120	rdw	%
NA	90062	pt-gfreepio1	binary
NA	1630765	nu-albkrea	binary
NA	20813	s-ia2ab	binary
NA	10736	m-komp-1	g/l
NA	6371	-dermnho	binary
NA	6299	"s-dgpabg	s-gliadiinipeptidit
NA	10477	l-monos-m	binary
NA	3663281	u-ph	NA
NA	9562	s-kvriski	NA
NA	4710	s-hfostr	u/l
NA	272	sy-gran	%
NA	3296	pf-c3	g/l
NA	1605094	s-koivue	u/ml
NA	12130	fl-ph	ph
NA	14325	seeruminkokonais-iga-pitoisuusphadiaprimella	binary
NA	8777	-myrkyt	binary
NA	98320	du-iglck	binary
NA	300	b-hbpvk	g/l
NA	7018	s-lepp�e	u/ml
NA	637973	ts-gasttk	binary
NA	7035741	p-crp-hy	NA
NA	4151	"s-mykoplasma	igmvasta-aineet"
NA	21184	s-pm100-o	binary
NA	21189	s-pl12-o	binary
NA	21188	s-pl7ab-o	binary
NA	21186	s-jo1ab-o	binary
NA	12	crp-vieri	NA
NA	21185	s-pm75abo	binary
NA	21190	s-ejab-o	binary
NA	21183	s-kuab-o	binary
NA	21187	s-srpab-o	binary
NA	21192	s-ssa52-o	binary
NA	21669	s-sae1-o	binary
NA	1605093	s-kissae	u/ml
NA	21674	s-mi-2a-o	binary
NA	21668	s-nxp2-o	binary
NA	337	-fidd-vt	NA
NA	21665	s-mi-2b-o	binary
NA	21666	s-tif1g-o	binary
NA	21667	s-mda5-o	binary
NA	21191	s-ojab-o	binary
NA	14630	ly-cd8	%
NA	14629	ly-cd4	%
NA	14632	ly-cd16/56	%
NA	20449	s-tygl-va	u/ml
NA	1000238	"koira	hils"
NA	13012	"b-mon	tmd"
NA	1604623	p-sldl	mmol/l
NA	628258	b-crpp	mg/l
NA	2486	u-pbg	µmol/l
NA	10475	l-eos-m	binary
NA	1137	s-b12vit	pmol/l
NA	480	s-lohie	u/ml
NA	9728	"b-ghb-a1c	tk"
NA	8548	-hcgbsuh	binary
NA	610931	b-fiddpik	binary
NA	601	mono	NA
NA	6095	b-vrabgrs	binary
NA	9788	sy-polymor	%
NA	21065	s-stpn18c	mg/l
NA	7355342	-infbnho	binary
NA	4150	"s-mykoplasma	iggvasta-aineet"
NA	1345	u-erytrosyytitkval	binary
NA	4832	"p-tyroksiini	vapaa(pi)"
NA	2223	u-leukosyytit	binary
NA	10103	l-muut	%
NA	10101	l-gran	%
NA	8692	s-afosluu	u/l
NA	4980	b-mxa	µg/l
NA	10102	l-lym	%
NA	10006	kol/hdl	NA
NA	50006	b-t-cd8	e9/l
NA	9110	vp-gluk-0h	mmol/l
NA	1469	pt-gluk-0h	mmol/l
NA	2631	sienvi	binary
NA	21223	s-stpn7f	mg/l
NA	6230	s-leuabpr	binary
NA	20162	-leuk	binary
NA	9120	"e-erytrosyytit	kokojakauma"
NA	1469	pt-gluk-2h	mmol/l
NA	8542	-unäkö-n	binary
NA	18351	b-edtanäy	binary
NA	22056	s-w-h:a	binary
NA	50220	p-inr-o	NA
NA	301	u-leuk-o*	binary
NA	867	ts-pad-3tu	binary
NA	5597572	s-album	binary
NA	9112	vp-gluk-2h	mmol/l
NA	604012	s-psa-suh	binary
NA	1070	fb-nh4-ion	µmol/l
NA	9264	s-w-o6.7	binary
NA	10831	albumiini	mg/l
NA	10830	globuliini	mg/l
NA	7084	s-parp�h	u/ml
NA	620639	fp-kol-hd	mmol/l
NA	9315	s-vehnjae	u/ml
NA	4150	"s-mycoplasmapneumoniae	iggvasta-aineet"
NA	344	-diffi	binary
NA	1885	"s-kudostransglutaminaasi	iga-vasta-aineet"
NA	1629404	p-crp/pika	binary
NA	9269	s-w-h:g.m	binary
NA	9265	s-w-h:d	binary
NA	20020	-eryt	binary
NA	9267	s-w-h:i	binary
NA	9266	s-w-h:b	binary
NA	4109	s-ebnaab	u/ml
NA	9263	s-w-o9.12	binary
NA	20000009	hdl-kol/kol-suhde	ratio
NA	0	oma-hba1c	NA
NA	9111	vp-gluk-1h	mmol/l
NA	3616	cb-gluk-vt	mmol/l
NA	8022	s-hscrp	mg/l
NA	9216	ab-be	mmol/l
NA	9891	s-pölyer	u/ml
NA	4577	p-vrab-0	binary
NA	54247	s-pinfabcf	titre
NA	1306	pt-eneg-1	binary
NA	53067	s-koivue	binary
NA	338	"b-leukosyytit	erittelylaskenta
NA	5015	s-fisk	binary
NA	4803	"f-kalprotektiini	ulosteesta"
NA	10976	ly-t-cd4/8	ratio
NA	7033219	s-tsh-peg	mu/l
NA	373	l-suuretvärjääntymättömätsolut	%
NA	9262	s-o4.5.12	binary
NA	369	b-suuretvärjäytymättömätsolut	e9/l
NA	633355	u-ph.	binary
NA	633356	u-suhti.	binary
NA	3001616	-hsvvi	binary
NA	633357	u-leuk-o.	binary
NA	9236	"s-allige	dermatophagoidespteronyssinus
NA	633358	u-hb-o.	binary
NA	633359	u-nitr-o.	binary
NA	4297	s-cob5abg	eiu
NA	3002444	u-osmol	NA
NA	9969	b-hb-hy	NA
NA	603149	p-gluk120	mmol/l
NA	8375	p-bil-mi	µmol/l
NA	1000601	mono	binary
NA	999	b-ntprobnp	NA
NA	9120	rdw	NA
NA	372	l-monosyytit	%
NA	2897646	b-hba1cvt	mmol/mol
NA	VI4869	p-prostataspesifinenantigeeni	µg/l
NA	8849	"reumafaktori	plasmasta"
NA	625848_4	"multistix-	ph"
NA	633361	u-keto-o.	binary
NA	633360	u-gluk-o.	binary
NA	633362	u-prot-o.	binary
NA	629757	p-k-vt	binary
NA	4637	s-psa-v/t	%
NA	2600118	s-ruokaer	u/ml
NA	45079	l-basof	NA
NA	5026	s-cladher	binary
NA	3313	s-bopeabm	index
NA	22029	s-leu-eo	binary
NA	5382	NA	binary
NA	1030	u-alb-0	binary
NA	21758	pt-apri	binary
NA	2516	p-prot	g/l
NA	1270	ekg-12kytkentäälevossa	binary
NA	1471	p-gluc	binary
NA	629738	p-na-vt	binary
NA	746	pt-kiire	binary
NA	3154	u-baktalv	binary
NA	20798	s-pähkier	u/ml
NA	8198	s-cpept-a	nmol/l
NA	9129	b-hba1cpi	mmol/mol
NA	21651	b-tem	binary
NA	50004	ly-b-cd19	%
NA	140	b-na-v	mmol/l
NA	4038	bl-bal-1	binary
NA	629737	p-nest-vt	binary
NA	561005	punasolujenkokojakauma	%
NA	NAY74	virtsamärä?	ml
NA	20990	b-trveadp	pru
NA	7162	s-eläi1er	u/ml
NA	11584	vb-be-vt	mmol/l
NA	9016	-infrsvnho	binary
NA	640773	s-tr1kem	binary
NA	604532	leuk-pika	binary
NA	10095	"s-prostataspesifinenantigeeni	kokonais"
NA	21321	s-rjugr3e	u/ml
NA	619133	ts-padcolo	binary
NA	21066	s-stpn19f	mg/l
NA	9582	"huumeseulonta6a(9582u-huum6a)	alv"
NA	50565	p-tsh-ong	mu/l
NA	8012	itsetehtävätnt-pikatesti	binary
NA	602568	mono	%
NA	10147	s-hscrp	mg/l
NA	602567	lymf	%
NA	9173	b-diffi-kd	binary
NA	602570	baso	%
NA	602569	eos	%
NA	627432	s-ca-17.4	mmol/l
NA	21067	s-stpn23f	mg/l
NA	621398	fs-trfesat	binary
NA	9233	"amfetamiinit	bentsidiatsepiinit
NA	602566	neut	%
NA	4054	"kudosnäytteenhistologinentutkimus	pienikudosnäyte"
NA	9007	!pak.maitoigavasta-aineet	%
NA	462	crp-vt	NA
NA	10453	"k2-vitamiini	menakinoni-4(mk4)osatutkimus"
NA	223	hemoglobiini	NA
NA	23282	b-inr-pt	inr
NA	375	u-ph	NA
NA	622475	mono	NA
NA	1862	s-hsv1abg	binary
NA	13056	s-infliks	mg/l
NA	4028	"s-tyreoideaperoksidaasi	vasta-aineet"
NA	10135	s-ruoat	u/ml
NA	1030	u-albumiini(kval)	estimate
NA	9416	"p-ldl-kolesteroli	suoramittaus"
NA	3575	p-tt-inr	NA
NA	2897645	b-hba1cvt	%
NA	13039	u-ph-o	binary
NA	20703	-lisäma1	binary
NA	10483	afosluu	u/l
NA	4436	s-morbabm	binary
NA	3836	s-koirae	u/ml
NA	9231	"s-allige	pujo/grabo"
NA	604952	fl-hiivavi	binary
NA	9522	albumiininjakreatiniininsuhde	mg/mmol
NA	1608	"s-hepatiittib-virus	s-antigeeni
NA	9600	p-crp/pika	mg/l
NA	627434	s-ph	NA
NA	3642	s-psa-t	µg/l
NA	1605093	s-kissae	binary
NA	19897	s-testovl	pmol/l
NA	10020	1.savuk	u
NA	1046	s-alkalinenfosfataasi	u/l
NA	600022	s-hevonen	binary
NA	3836	s-koivue	u/ml
NA	603151	s-hcg-b-v	µg/l
NA	622473	lymph	NA
NA	5382	ab-be	binary
NA	100102	fb-leuk	NA
NA	101220	p-d-25	binary
NA	1552	hemoglobiini.itse	g/l
NA	11018	b-leuk-vt	binary
NA	427	s-psa-v/t	%
NA	20032	pf-ph	binary
NA	10484	afosmaks2	u/l
NA	876	ap-gluk	mmol/l
NA	3181	f-hemoglobiini(kval)(ko)	binary
NA	5400	"emäsylimäärä	kapillaariveri"
NA	606328	p-inr-pi	NA
NA	4745	p-troptkon	binary
NA	9305	s-koivue	binary
NA	23248	"kreatiniini	pikatesti
NA	1608	"s-hepatiittib-virus	s-antigeeni
NA	1413	fb-folat	nmol/l
NA	5035	s-sojaböna	binary
NA	3921	u-al	µmol/l
NA	7042	s-lehmhie	u/ml
NA	4235	s-hcg-b-v	binary
NA	50	pika-crptyÖterveysasemalla	NA
NA	10530	ab-hb02sat	%
NA	6384	"kalsium	albumiinikorjattu"
NA	9153	s-hephiv	binary
NA	969	papa	binary
NA	4614	"b-laktoosi-intoleranssi	dna-tutkimus"
NA	10078	s-testovl	pmol/l
NA	3298	pf-c4	g/l
NA	6433	"p-kolesteroli	lowdensitylipoproteiinit"
NA	414	ab-be	mmol/l
NA	13032	l-cd34	%
NA	485	pf-liuskat	%
NA	21069	s-stpn6b	mg/l
NA	877	ap-laktaat	mmol/l
NA	VI2836	"s-tyroksiini	vapaa"
NA	16451	"testosteroni	vapaalaskettu"
NA	6500	p-tntpika	ng/l
NA	9317	s-soijae	u/ml
NA	9200	"retikulosyytit	indeksi"
NA	625848_4	"multistix-vieri	ph"
NA	370	l-neutrofiilit	%
NA	9251	k1-vitamiini(fyllokinoni)osatutkimus	µg/l
NA	1864	s-hsv2abg	binary
NA	291	hc-diffi	binary
NA	54104	s-rsvabg	eiu
NA	6431	"p-kolesteroli	highdensitylipoproteiinit"
NA	5041	s-jordnöt	binary
NA	11573	vb-pco2-vt	binary
NA	4286	s-amyls	u/l
NA	10018588	leuk-pika	e9/l
NA	13033	la-cd34-os	%
NA	1600115	s-eläiner	u/ml
NA	20468	ly-tbspppd	spot/e6lymfos
NA	371	l-lymfosyytit	%
NA	431	s-koirae	binary
NA	3355	p-vuotot	binary
NA	4004520	p-inr	NA
NA	21221	s-stpn1	mg/l
NA	3075	ly-kudosantigeenib27	binary
NA	10754	l-neut	e9/l
NA	602916	l-blasti	binary
NA	8602	s-Äitseul	binary
NA	8515	b-hemoglobiinipikahoitoyksiköt	g/l
NA	4637	s-psa-suh	µg/l
NA	21070	s-stpn9v	mg/l
NA	6435	lipidit	binary
NA	4826	s-ferritiini(pi)	µg/l
NA	10095	"prostataspesifinenantigeeni	kokonais"
NA	C706	notto/eris	binary
NA	4533	uraatti	µmol/l
NA	12093	"s-mycoplasmapneumoniae	vasta-aineet
NA	45621	p-crp-pÄi	mg/l
NA	2897185	audit-c	NA
NA	54287	s-ebvabmo	binary
NA	9582	huumeseulonta6(u-huum6a)	binary
NA	600629	p-tt-inr	NA
NA	602919	l-meta	binary
NA	21101	fp-lipaas	u/l
NA	12049	"s-varizella-zostervirus	vasta-aineet
NA	623035	p-na-vt	binary
NA	623056	p-krea-vt	binary
NA	100494	l-mono	binary
NA	7154	s-p�lyer	binary
NA	6128	b-hemoglobiini-a1c	binary
NA	623055	p-k-vt	binary
NA	23250	"kalium	pikatesti
NA	8235	s-koopähe	u/ml
NA	4767	s-metad	mg/l
NA	6220	b-mksyn	binary
NA	602918	l-myel	binary
NA	103616	cp-gluk	NA
NA	603914	fp-gluk-0h	NA
NA	3642	s-prostataspesifinenantigeeni	µg/l
NA	1270	ekg	NA
NA	6432	"s-kolesteroli	lowdensitylipoproteiinit"
NA	45111	s-hcg-tot	u/l
NA	10465	l-lymfosyytit	%
NA	656	s-alb/li	g/l
NA	1272	"pt-ekg	sisältäentietokoneanalyysin"
NA	10138	non-hdl	binary
NA	8913	uv-be	mmol/l
NA	56	i-statcrea	NA
NA	603913	p-gluk-2h	NA
NA	5016	s-vete	binary
NA	102218	fb-leuk	binary
NA	657	s-igg/li	g/l
NA	1606524	s-heinäer	u/ml
NA	637453	b-hba1c-p	%
NA	11905	s-prltot	mu/l
NA	623963	pika-k	mmol/l
NA	3630765	nu-albkrea	binary
NA	1469	pt-gluk-1h	mmol/l
NA	5014	s-mjölk	binary
NA	600318	eos%	binary
NA	623965	pika-krea	µmol/l
NA	20467	ly-tbspotb	sp/e6lym
NA	3622	b-napika	mmol/l
NA	11576	ab-hb-vt	g/l
NA	9825	b-rethe	binary
NA	20466	ly-tbspota	sp/e6lym
NA	21068	s-stpn4	mg/l
NA	9509	fvc	NA
NA	20944	s-rgadc1e	u/ml
NA	6195	-mygenho	binary
NA	20468	ly-tbspppd	sp/e6lym
NA	10454	"k2-vitamiini	menakinoni-7(mk7)osatutkimus"
NA	3004084	cu-alb-mi	binary
NA	620517	b-diffi-m	binary
NA	205	du-tilavu	ml
NA	12120	"s-borrelia	vasta-aineet
NA	9508	fev1	NA
NA	9510	fev%	NA
NA	623964	pika-na	mmol/l
NA	350	cp-gluk	binary
NA	11554	s-ph*	binary
NA	602917	l-prom	binary
NA	21878	pt-ekg-fas	binary
NA	5013	s-Äggvita	binary
NA	5381	ab-hco3	mmol/l
NA	624015	p-nest-vt	binary
NA	604948	b-mono	e9/l
NA	21064	s-stpn14	mg/l
NA	16451	s-testovl	pmol/l
NA	20724	s-rvesv5e	u/ml
NA	6001527	ab-ph	NA
NA	2360	p-monab-o	binary
NA	2600041	s-koirae	u/ml
NA	23578	bm-myelmut	binary
NA	8354	e-abovarm	binary
NA	600	lymf	NA
NA	10305	fp-lipaas	u/l
NA	1003157	baso	binary
NA	3777	u-baktjvi*	binary
NA	4594	c-reaktiivinenproteiini(4594p-crp)	binary
NA	606230	cu-vm	binary
NA	779	ts-lisähis	binary
NA	50017	pt-lämpöt	NA
NA	2019	"s-kalsium	ionisoitunut"
NA	5010	s-häst	binary
NA	8518	"b-erytroblastit	absoluuttiset
NA	602182	oma-fp-gluk	NA
NA	723	eos	NA
NA	1155	virtsanbakteeriviljely	binary
NA	6006	pt-virtaustilavuus-spirometriailmanlausuntoa	binary
NA	722	mono	NA
NA	721	lymf	NA
NA	akivo0004	glukoosi(hoitaja)	mmol/l
NA	724	baso	NA
NA	621257	-inabnho	binary
NA	10974	ly-b-cd19	binary
NA	327	pt-gluk-r6:fp-gluk0-näyte	mmol/l
NA	9019	b-hba1cvt	mmol/mol
NA	45986	f-calpro2	µg/g
NA	13500	s-cora14e	u/ml
NA	1559	b-ghb-a1cv	mmol/mol
NA	99288	"u-bakteeri	partikkelilask.jatko"
NA	588	"neuvola1	äitiysneuvolatutkimukset"
NA	9850	"elektroneuromyografia	rannekanava"
NA	19976	e-rdv	%
NA	514777	"virtsatutkimus(vo:nyhteydessäotettu)	tth"
NA	787	oma-b-hb	g/l
NA	4744	"s-sitrulliinipeptidi	vasta-aineet"
NA	9475	"s-treponemapallidum	vasta-aineet"
NA	11	keskisoluhemoglobiinikonsentraatio	g/l
NA	3836	s-kissae	u/ml
NA	13974	p-hcvnhty	NA
NA	10	keskisoluhemoglobiini	pg
NA	2600040	s-kissae	u/ml
NA	328	pt-gluk-r6:p-gluk1hnäyte	mmol/l
NA	9561	fev1/brdil	NA
NA	9560	fev%/brdil	NA
NA	54205	u-pneuag	binary
NA	6174	b-lytbifn	binary
NA	3000415	s-koivue	binary
NA	41532	b-ghbpika	NA
NA	9562	fvc/brdil	NA
NA	387	sy-yksit	%
NA	388	sy-monit	%
NA	41	"nikkeli	virtsa"
NA	9112	pika-crp-o	binary
NA	9474	"s-hepatiittib-virus	s-antigeeni"
NA	10813	albumiini	%
NA	9473	"s-hi-virus	antigeenijavasta-aineet"
NA	625355	fb-leuk	NA
NA	8416	s-aspfumg	mg/l
NA	10826	globuliini	%
NA	329	pt-gluk-r6:p-gluk2hnäyte	mmol/l
NA	4720	"transferriinireseptori	liukoinen"
NA	2602372	b-gluk/pika	NA
NA	110	0hp-gluk	mmol/l
NA	6000619	ab-be	mmol/l
NA	3094	nitriitti(kval)	binary
NA	5597073	b-neut	binary
NA	1605048	s-koirae	binary
NA	628180	b-hba1c	%
NA	727	meta	NA
NA	5006	s-gråbo	binary
NA	3000948	pt-ekg-ras	binary
NA	728	myel	NA
NA	4499	s-campaba	binary
NA	574	u-osmoie	mosm/kgh2o
NA	729	prom	NA
NA	9101	vp-gluk-0h	mmol/l
NA	10195	b-ly%	%
NA	50037	vb-hb-met	NA
NA	730	bla	NA
NA	3292	s-campabg	binary
NA	3013893	p-apcres.	NA
NA	11784	NA	nmol/l
NA	9001	b-hemoglobiini	g/l
NA	2630745	u-albkrea	binary
NA	9000	fb-leukosyytit	e9/l
NA	639	"b-erytrosyytit	tilavuusosuus"
NA	455	s-kaurjae	u/ml
NA	503	s-homeer	u/ml
NA	9002	b-trombosyytit	e9/l
NA	9542	fp-gluk0	binary
NA	9008	"e-erytrosyytit	keskitilavuus"
NA	10779	p-il6	ng/l
NA	8931	s-nproh	binary
NA	3009317	s-soijae	binary
NA	3009313	s-maitoe	binary
NA	3009312	s-munavae	binary
NA	3009314	s-turskae	binary
NA	3009315	s-vehnjae	binary
NA	8987	s-enal	binary
NA	3094	u-nitro-0	binary
NA	19006	u-lieriöt	binary
NA	45213	uv-ph	ph
NA	191	l-lymfos*	binary
NA	7156	s-hein1er	u/ml
NA	4955	"s-chlamydiapneumoniae	(twar)
NA	11570	vb-ph-vt	binary
NA	5024	s-dpterony	binary
NA	20608	s-viseabm	binary
NA	4204	"s-chlamydiapneumoniae(twar)	igmvasta-aineet"
NA	45214	uv-pco2	kpa
NA	6406	"tyroideaperoksidaasi	vasta-aineet"
NA	45218	uv-po2	kpa
NA	21115	s-pla2rab	binary
NA	115	120mp-gluk	mmol/l
NA	20607	s-viseabg	binary
NA	4530	p-triglyseridit	mmol/l
NA	2600037	s-hevonee	u/ml
NA	9074	-crppika	NA
NA	631133	ihopisto	mmol/l
NA	10034	lipidit	mmol/l
NA	8932	s-propgly	binary
NA	631537	f-baktnho	binary
NA	84	huumeseulonta6	binary
NA	10329	s-hs-crp	mg/l
NA	10638	-kvriski	NA
NA	2225	b-diffi*	binary
NA	4054	kudosnäytt.histol.tutk.(pad)1-3näytettä(ts-pad-1)	binary
NA	1600057	p-gluk-1t	mmol/l
NA	7351887	oma-b-fidd	mg/l
NA	3157	b-basofiilit	e9/l
NA	50371	li-eos	%
NA	9019	b-vthba1c	mmol/mol
NA	3003939	p-tkfiddo	binary
NA	7351894	fl-leuk	binary
NA	11591	b-laktevt	binary
NA	1137	s-b12-vitamiini(ko)	pmol/l
NA	1605290	glukpika	NA
NA	1534	cb-hbo2sat	binary
NA	21168	s-rvesv1e	u/ml
NA	54219	s-rsvabcf	titre
NA	631539	f-campnho	binary
NA	637932	p-crphoi	mg/l
NA	2607085	s-cladhee	u/ml
NA	603114	fp-gluk-o	mmol/l
NA	603116	fp-gluk-2	mmol/l
NA	20114	s-k/l-s-v	NA
NA	45216	up-hco3st	mmol/l
NA	1358	hct	NA
NA	22167	s-vaskuab	binary
NA	21419	u-prot-de	NA
NA	272	sy-neut+eo	%
NA	8830	NA	binary
NA	21816	NA	u/l
NA	2789	cb-tt-inrpika	NA
NA	631542	f-ehecnho	binary
NA	45375	uv-hbo2sat	%
NA	45374	uv-o2sat	%
NA	45940	-crppika	mg/l
NA	5003	s-björk	binary
NA	103379	fs-sappih	µmol/l
NA	4874	s-karni-v	µmol/l
NA	628652	p-tnt-vt	binary
NA	1604770	p-ca-ion	mmol/l
NA	8870	p-keto-o	binary
NA	50418	b-hba1chy	mmol/mol
NA	631541	f-etecnho	binary
NA	60	pikagluk	NA
NA	600029	p-gluk2h	mmoll/l
NA	226	ub-pco2	kpa
NA	8003	"hemoglobiini(vo:nyhteydessäotettu)	tth"
NA	1	laboratoriopaketti	binary
NA	225	ub-ph	ph
NA	20162	-leuk	e6/l
NA	21414	u-hb-dec	NA
NA	50017	lämpöt.	c
NA	4896	"influenssaa-virus	nukleiinihappo(kval)"
NA	21416	u-nitr-de	NA
NA	21415	u-leuk-de	NA
NA	4708	am-epo	u/l
NA	844	li-sameus	NA
NA	631544	f-plesnho	binary
NA	3253	s-igf-1	nmol/l
NA	502	hbpika	NA
NA	21577	b-extri-d	binary
NA	5007	s-katt	binary
NA	230	ub-hbo2s	%
NA	9270	verinÄytteenotto	NA
NA	21418	u-keto-de	NA
NA	8366	p-aboabbm	titre
NA	631543	f-salmnho	binary
NA	50439	b-sikiörh	binary
NA	21417	u-gluk-de	NA
NA	2170	p-cu	µmol/l
NA	435	-pikacrp	mg/l
NA	11577	vb-hb-vt	NA
NA	6000514	ab-shco3	mmol/l
NA	227	ub-po2	kpa
NA	1279	"pt-ekg	pitkäaikaisrekisteröinti(24h)
NA	1623569	fp-trfe-sa	%
NA	648054	p-probnpvt	ng/l
NA	581	u-krea**	mmol/l
NA	7368423	p-ph	NA
NA	6433	"kolesteroli	lowdensitylipoproteiinit"
NA	2644940	pappakmom	NA
NA	22686	s-ceakym	µg/l
NA	21222	s-stpn5	mg/l
NA	1483	"pt-glukoosi-koe	oraalinen
NA	101543_7	"vb-he-tase	vb-hb"
NA	2053	f-enve-o	binary
NA	12132	"s-helicobacterpylori	vasta-aineet
NA	11246	b-hba1cvt	%
NA	akiea0021	i-statna	mmol/l
NA	629758	p-krea-vt	binary
NA	8519	b-hkrhoi	binary
NA	10503	u-kreintp	mmol/l
NA	2561	fs-ffa	mmol/l
NA	23318	b-crp-pt	mg/l
NA	631538	f-shignho	binary
NA	10018589	hb-pika	g/l
NA	9202	l-liusk	binary
NA	9378	s-ancabk	binary
NA	10011	b-tromb	e9/l
NA	22679	s-ca153ver	u/ml
NA	9032	b-neut	e9/l
NA	53022	"s-cladosporiumherbarum	igevasta-aineet"
NA	8169	ab-het-oks	binary
NA	7035926	ab-thb	g/l
NA	7154	s-pölyer	form
NA	8365	p-aboabam	titre
NA	9576	hb-pika	NA
NA	9900	pt-notto1	binary
NA	588	"p-prostataspesifinenantigeeni	kokonais"
NA	53146	s-pölyerittely	u/ml
NA	11564	"-kalsium	ionisoitunutaktuaalisessaph:ssa"
